ente,uf,ano,grupo,contrib_previdenciaria,receita_liquida_investimentos,recursos_acumulados,data_recebimento_adesao,data_adesao,data_cert_inicial,nivel_inicial,data_renovacao_cert,nivel_atual,contrib_previdenciaria_problema,receita_liquida_investimentos_problema,recursos_acumulados_problema
NOVA ARACA,RS,2023,PEQUENO PORTE,3321517.54,33985694.44,31003899.41,,,,,,,False,False,False
NOVA ARACA,RS,2024,PEQUENO PORTE,3751724.71,33037754.79,35805167.1,,,,,,,False,False,False
NOVA BOA VISTA,RS,2019,PEQUENO PORTE,1243887.19,31527811.29,15211621.86,,,,,,,False,False,False
NOVA BOA VISTA,RS,2020,PEQUENO PORTE,1305999.81,30721950.15,17092617.4,,,,,,,False,False,False
NOVA BOA VISTA,RS,2021,PEQUENO PORTE,1331918.33,30276282.009999998,18282488.15,,,,,,,False,False,False
NOVA BOA VISTA,RS,2022,PEQUENO PORTE,1444655.05,32002637.169999998,19001405.88,,,,,,,False,False,False
NOVA BOA VISTA,RS,2023,PEQUENO PORTE,1558802.38,32621749.34,21369715.76,,,,,,,False,False,False
NOVA BOA VISTA,RS,2024,PEQUENO PORTE,1934244.37,32006069.84,24350959.64,,,,,,,False,False,False
NOVA BRESCIA,RS,2019,PEQUENO PORTE,2463818.27,31017760.029999997,9747252.6,,,,,,,False,False,False
NOVA BRESCIA,RS,2020,PEQUENO PORTE,3054294.76,30378310.52,11340774.83,,,,,,,False,False,False
NOVA BRESCIA,RS,2021,PEQUENO PORTE,3285809.43,30061820.07,12839593.87,,,,,,,False,False,False
NOVA BRESCIA,RS,2022,PEQUENO PORTE,3012651.74,31276419.71,14031556.45,,,,,,,False,False,False
NOVA BRESCIA,RS,2023,PEQUENO PORTE,3574633.27,31720056.75,15317880.21,,,,,,,False,False,False
NOVA BRESCIA,RS,2024,PEQUENO PORTE,3235853.66,31158796.25,17316475.91,,,,,,,False,False,False
NOVA CANAA DO NORTE,MT,2019,PEQUENO PORTE,4154104.37,33424234.849999998,28408695.96,,,,,,,False,False,False
NOVA CANAA DO NORTE,MT,2020,PEQUENO PORTE,4461975.92,32014475.31,33767578.43,,,,,,,False,False,False
NOVA CANAA DO NORTE,MT,2021,PEQUENO PORTE,4924484.5,30389555.13,38052232.08000001,,,,,,,False,False,False
NOVA CANAA DO NORTE,MT,2022,PEQUENO PORTE,6112158.94,33553904.93,40718453.95,,,,,,,False,False,False
NOVA CANAA DO NORTE,MT,2023,PEQUENO PORTE,6854274.98,36296514.43,46973408.44,,,,,,,False,False,False
NOVA CANAA DO NORTE,MT,2024,PEQUENO PORTE,7061013.26,32155139.73,55321511.88,,,,,,,False,False,False
NOVA CANAA PAULISTA,SP,2019,PEQUENO PORTE,1281085.78,31446641.259999998,15530835.94,,,,,,,False,False,False
NOVA CANAA PAULISTA,SP,2020,PEQUENO PORTE,1453677.93,30804656.2,15917001.99,,,,,,,False,False,False
NOVA CANAA PAULISTA,SP,2021,PEQUENO PORTE,1433789.4,30282145.3,17174647.69,,,,,,,False,False,False
NOVA CANAA PAULISTA,SP,2022,PEQUENO PORTE,1839274.46,31720907.99,18238974.45,,,,,,,False,False,False
NOVA CANAA PAULISTA,SP,2023,PEQUENO PORTE,2240725.0,31671841.869999997,21141483.65,,,,,,,False,False,False
NOVA CANAA PAULISTA,SP,2024,PEQUENO PORTE,1546124.79,31283268.919999998,25016150.15,,,,,,,False,False,False
NOVA CANDELARIA,RS,2019,PEQUENO PORTE,1472923.51,32331634.95,20180997.33,,,,,,,False,False,False
NOVA CANDELARIA,RS,2020,PEQUENO PORTE,1513520.41,31553711.599999998,23276264.97,,,,,,,False,False,False
NOVA CANDELARIA,RS,2021,PEQUENO PORTE,1501915.69,30906396.11,25311694.87,,,,,,,False,False,False
NOVA CANDELARIA,RS,2022,PEQUENO PORTE,1793404.86,32594279.82,26520330.55,,,,,,,False,False,False
NOVA CANDELARIA,RS,2023,PEQUENO PORTE,2145456.44,33835989.15,30054532.34,,,,,,,False,False,False
NOVA CANDELARIA,RS,2024,PEQUENO PORTE,2709440.55,32695885.86,34940862.59,,,,,,,False,False,False
NOVA CANTU,PR,2019,PEQUENO PORTE,2915228.21,32180824.5,17625168.06,,,,,,,False,False,False
NOVA CANTU,PR,2020,PEQUENO PORTE,3619310.56,31206987.779999997,21412121.08,,,,,,,False,False,False
NOVA CANTU,PR,2021,PEQUENO PORTE,3637738.24,29669873.46,24661642.94,,,,,,,False,False,False
NOVA CANTU,PR,2022,PEQUENO PORTE,4020129.47,30871381.04,26157734.39,,,,,,,False,False,False
NOVA CANTU,PR,2023,PEQUENO PORTE,4555124.42,34222350.67,28964319.47,,,,,,,False,False,False
NOVA CANTU,PR,2024,PEQUENO PORTE,5081808.79,32011185.83,34973653.58,2021-04-20 00:00:00,2021-04-20 00:00:00,,,,,False,False,False
NOVA CASTILHO,SP,2019,PEQUENO PORTE,1318312.04,32237589.71,14380682.32,,,,,,,False,False,False
NOVA CASTILHO,SP,2020,PEQUENO PORTE,1554033.32,30858111.419999998,16868389.91,,,,,,,False,False,False
NOVA CASTILHO,SP,2021,PEQUENO PORTE,1710832.52,30262456.41,19686561.52,,,,,,,False,False,False
NOVA CASTILHO,SP,2022,PEQUENO PORTE,1759647.3,32206428.599999998,21133527.0,,,,,,,False,False,False
NOVA CASTILHO,SP,2023,PEQUENO PORTE,2538855.62,33063999.849999998,23579275.18,,,,,,,False,False,False
NOVA CASTILHO,SP,2024,PEQUENO PORTE,2510236.23,31570348.32,28228800.94,,,,,,,False,False,False
NOVA ESPERANCA,PR,2019,MÉDIO PORTE,5783659.37,34173865.57,26562232.9,,,,,,,False,False,False
NOVA ESPERANCA,PR,2020,MÉDIO PORTE,6049212.73,33465738.59,31740228.68,,,,,,,False,False,False
NOVA ESPERANCA,PR,2021,MÉDIO PORTE,6937392.35,31500084.46,34505086.34,,,,,,,False,False,False
NOVA ESPERANCA,PR,2022,MÉDIO PORTE,7853986.94,33515650.86,34689834.16,,,,,,,False,False,False
NOVA ESPERANCA,PR,2023,MÉDIO PORTE,8194638.57,36026520.71,40574824.42,,,,,,,False,False,False
NOVA ESPERANCA,PR,2024,MÉDIO PORTE,10400047.19,33808668.6,46889001.28,,,,,,,False,False,False
NOVA ESPERANCA DO SUL,RS,2019,PEQUENO PORTE,1517029.47,31987281.75,17659071.71,,,,,,,False,False,False
NOVA ESPERANCA DO SUL,RS,2020,PEQUENO PORTE,1698523.85,30945682.68,20481535.07,,,,,,,False,False,False
NOVA ESPERANCA DO SUL,RS,2021,PEQUENO PORTE,1675961.16,30435841.54,22371410.17,,,,,,,False,False,False
NOVA ESPERANCA DO SUL,RS,2022,PEQUENO PORTE,2048403.0,32193973.61,23801466.1,,,,,,,False,False,False
NOVA ESPERANCA DO SUL,RS,2023,PEQUENO PORTE,2343204.65,33489235.73,27013500.03,,,,,,,False,False,False
NOVA ESPERANCA DO SUL,RS,2024,PEQUENO PORTE,2715841.14,32571556.91,31497096.43,2020-10-27 00:00:00,2020-10-16 00:00:00,2021-09-03 00:00:00,I,2024-08-21 00:00:00,I,False,False,False
NOVA FRIBURGO,RJ,2019,MÉDIO PORTE,5059715.3,38160526.01,44408300.76000001,,,,,,,False,False,False
NOVA FRIBURGO,RJ,2020,MÉDIO PORTE,5915647.18,40127226.46,55182234.36000001,,,,,,,False,False,False
NOVA FRIBURGO,RJ,2021,MÉDIO PORTE,6970894.08,34843794.19,63272323.63,,,,,,,False,False,False
NOVA FRIBURGO,RJ,2022,MÉDIO PORTE,9252445.26,39268649.61,67093133.51,,,,,,,False,False,False
NOVA FRIBURGO,RJ,2023,MÉDIO PORTE,9454580.19,42555431.39,74400334.58,,,,,,,False,False,False
NOVA FRIBURGO,RJ,2024,MÉDIO PORTE,16547923.48,38662391.1,87040339.45,,,,,,,False,False,False
NOVA GUATAPORANGA,SP,2019,PEQUENO PORTE,962105.82,30257848.58,4657169.880000001,,,,,,,False,False,False
NOVA GUATAPORANGA,SP,2020,PEQUENO PORTE,803682.48,30321255.919999998,4812159.55,,,,,,,False,False,False
NOVA GUATAPORANGA,SP,2021,PEQUENO PORTE,1219888.89,29862452.79,4603687.13,,,,,,,False,False,False
NOVA GUATAPORANGA,SP,2022,PEQUENO PORTE,1985159.58,29862452.79,5760564.9,,,,,,,False,False,False
NOVA GUATAPORANGA,SP,2023,PEQUENO PORTE,2217472.02,29862452.79,7122798.0,,,,,,,False,False,False
NOVA GUATAPORANGA,SP,2024,PEQUENO PORTE,1309344.66,30275627.75,8891606.89,,,,,,,False,False,False
NOVA LONDRINA,PR,2019,PEQUENO PORTE,2900768.7,31411604.9,13109556.71,,,,,,,False,False,False
NOVA LONDRINA,PR,2020,PEQUENO PORTE,2440857.35,31066583.84,13400981.92,,,,,,,False,False,False
NOVA LONDRINA,PR,2021,PEQUENO PORTE,3539581.04,30049817.06,14087297.48,,,,,,,False,False,False
NOVA LONDRINA,PR,2022,PEQUENO PORTE,4363434.4,31867715.099999998,16555865.35,,,,,,,False,False,False
NOVA LONDRINA,PR,2023,MÉDIO PORTE,4744974.42,33017719.439999998,20719633.13,,,,,,,False,False,False
NOVA LONDRINA,PR,2024,PEQUENO PORTE,4725317.89,30560263.82,26628365.48,,,,,,,False,False,False
NOVA LUZITANIA,SP,2019,PEQUENO PORTE,1397025.99,30498989.88,5902990.92,,,,,,,False,False,False
NOVA LUZITANIA,SP,2020,PEQUENO PORTE,1598246.46,30131522.39,6596643.11,,,,,,,False,False,False
NOVA LUZITANIA,SP,2021,PEQUENO PORTE,1602416.34,29814305.2,7320212.55,,,,,,,False,False,False
NOVA LUZITANIA,SP,2022,PEQUENO PORTE,1715663.89,30421692.82,7889222.220000002,,,,,,,False,False,False
NOVA LUZITANIA,SP,2023,PEQUENO PORTE,1899957.1,31060407.05,8988351.94,,,,,,,False,False,False
NOVA LUZITANIA,SP,2024,PEQUENO PORTE,2405545.65,30343713.849999998,9771681.57,,,,,,,False,False,False
NOVA MAMORE,RO,2019,MÉDIO PORTE,6899235.19,32295780.15,32117609.46,,,,,,,False,False,False
NOVA MAMORE,RO,2020,MÉDIO PORTE,7355958.77,31618496.32,39994566.34,,,,,,,False,False,False
NOVA MAMORE,RO,2021,MÉDIO PORTE,7006390.27,31768990.099999998,48624250.22000001,,,,,,,False,False,False
NOVA MAMORE,RO,2022,MÉDIO PORTE,7819504.8,36473999.22,56245154.91,,,,,,,False,False,False
NOVA MAMORE,RO,2023,MÉDIO PORTE,8313206.14,38923868.31,69312739.71,,,,,,,False,False,False
NOVA MAMORE,RO,2024,MÉDIO PORTE,10098236.06,36848407.41,85288456.03,2022-11-23 00:00:00,2022-11-14 00:00:00,,,,,False,False,False
NOVA MARILANDIA,MT,2019,PEQUENO PORTE,1265595.06,30783587.95,7223692.649999999,,,,,,,False,False,False
NOVA MARILANDIA,MT,2020,PEQUENO PORTE,1635499.31,30396946.25,8980614.33,,,,,,,False,False,False
NOVA MARILANDIA,MT,2021,PEQUENO PORTE,1470744.12,29846140.97,10495040.97,,,,,,,False,False,False
NOVA MARILANDIA,MT,2022,PEQUENO PORTE,2103761.29,31045245.8,11664805.48,,,,,,,False,False,False
NOVA MARILANDIA,MT,2023,PEQUENO PORTE,2663904.08,32091779.22,14388089.94,,,,,,,False,False,False
NOVA MARILANDIA,MT,2024,PEQUENO PORTE,2994381.03,30814964.669999998,18756171.21,,,,,,,False,False,False
NOVA NAZARE,MT,2019,PEQUENO PORTE,1527986.63,30668569.849999998,6715355.819999999,,,,,,,False,False,False
NOVA NAZARE,MT,2020,PEQUENO PORTE,1647273.68,31087567.669999998,8680962.36,,,,,,,False,False,False
NOVA NAZARE,MT,2021,PEQUENO PORTE,1691331.68,29689149.74,10976720.6,,,,,,,False,False,False
NOVA NAZARE,MT,2022,PEQUENO PORTE,2646187.56,30706923.45,12011692.46,,,,,,,False,False,False
NOVA NAZARE,MT,2023,PEQUENO PORTE,3634633.75,32228844.83,14803340.52,,,,,,,False,False,False
NOVA NAZARE,MT,2024,PEQUENO PORTE,3785822.77,32803908.419999998,20112446.62,,,,,,,False,False,False
NOVA OLINDA,CE,2019,MÉDIO PORTE,3973793.41,32039950.11,17654521.92,,,,,,,False,False,False
NOVA OLINDA,CE,2020,MÉDIO PORTE,4289228.79,31544431.02,21390250.5,,,,,,,False,False,False
NOVA OLINDA,CE,2021,MÉDIO PORTE,5421404.93,30781680.72,24774023.61,,,,,,,False,False,False
NOVA OLINDA,CE,2022,MÉDIO PORTE,6469528.46,32570943.64,28438509.0,,,,,,,False,False,False
NOVA OLINDA,CE,2023,MÉDIO PORTE,7880366.38,35311566.629999995,35983543.44,,,,,,,False,False,False
NOVA OLINDA,CE,2024,MÉDIO PORTE,9244987.31,33434247.58,47002936.36,,,,,,,False,False,False
NOVA PADUA,RS,2019,PEQUENO PORTE,1263854.18,31488156.849999998,14639646.37,,,,,,,False,False,False
NOVA PADUA,RS,2020,PEQUENO PORTE,1576265.73,30822074.919999998,16834620.03,,,,,,,False,False,False
NOVA PADUA,RS,2021,PEQUENO PORTE,1607319.36,30179011.39,18180786.84,,,,,,,False,False,False
NOVA PADUA,RS,2022,PEQUENO PORTE,1816228.29,31804699.349999998,18901637.15,,,,,,,False,False,False
NOVA PADUA,RS,2023,PEQUENO PORTE,1916716.85,32778130.47,20666092.05,,,,,,,False,False,False
NOVA PADUA,RS,2024,PEQUENO PORTE,2469007.27,31393489.56,23815846.25,,,,,,,False,False,False
NOVA PRATA,RS,2019,MÉDIO PORTE,12346807.4,42469322.92,112544577.55,,,,,,,False,False,False
NOVA PRATA,RS,2020,MÉDIO PORTE,13930557.24,40425150.72,127067438.61,,,,,,,False,False,False
NOVA PRATA,RS,2021,MÉDIO PORTE,12426244.91,33321246.71,137123995.1,,,,,,,False,False,False
NOVA PRATA,RS,2022,MÉDIO PORTE,13032537.22,42005970.129999995,140775043.08,,,,,,,False,False,False
NOVA PRATA,RS,2023,MÉDIO PORTE,16610640.57,48045424.47,151489990.98,,,,,,,False,False,False
NOVA PRATA,RS,2024,MÉDIO PORTE,17536482.5,40275256.41,169622784.23,,,,,,,False,False,False
NOVA RESENDE,MG,2019,PEQUENO PORTE,2974862.84,32661678.68,23583394.24,,,,,,,False,False,False
NOVA RESENDE,MG,2020,PEQUENO PORTE,3575918.02,31417818.349999998,25409338.72,,,,,,,False,False,False
NOVA RESENDE,MG,2021,PEQUENO PORTE,3838680.29,30292437.81,30220499.55,,,,,,,False,False,False
NOVA RESENDE,MG,2022,PEQUENO PORTE,4929309.28,33903324.51,34618938.62,,,,,,,False,False,False
NOVA RESENDE,MG,2023,PEQUENO PORTE,6401834.16,35985783.18,43424451.12,,,,,,,False,False,False
NOVA RESENDE,MG,2024,MÉDIO PORTE,6888245.12,34475612.269999996,55970736.14,,,,,,,False,False,False
NOVA ROMA DO SUL,RS,2019,PEQUENO PORTE,2499701.26,31578414.56,15472230.1,,,,,,,False,False,False
NOVA ROMA DO SUL,RS,2020,PEQUENO PORTE,3107979.17,30931388.29,17562198.86,,,,,,,False,False,False
NOVA ROMA DO SUL,RS,2021,PEQUENO PORTE,3154433.44,29767720.11,19321412.11,,,,,,,False,False,False
NOVA ROMA DO SUL,RS,2022,PEQUENO PORTE,3605375.32,31713853.71,19667799.04,,,,,,,False,False,False
NOVA ROMA DO SUL,RS,2023,PEQUENO PORTE,4273535.38,32734999.009999998,21836122.92,,,,,,,False,False,False
NOVA ROMA DO SUL,RS,2024,PEQUENO PORTE,5045511.28,30847241.59,25603888.39,,,,,,,False,False,False
NOVA SANTA HELENA,MT,2019,PEQUENO PORTE,1214283.72,30919578.98,8291912.590000002,,,,,,,False,False,False
NOVA SANTA HELENA,MT,2020,PEQUENO PORTE,1454195.26,30406245.099999998,9607407.35,,,,,,,False,False,False
NOVA SANTA HELENA,MT,2021,PEQUENO PORTE,3653773.61,29980886.66,10759898.4,,,,,,,False,False,False
NOVA SANTA HELENA,MT,2022,PEQUENO PORTE,2393656.63,31305963.919999998,13197569.65,,,,,,,False,False,False
NOVA SANTA HELENA,MT,2023,PEQUENO PORTE,2471328.44,31932692.9,13291027.45,,,,,,,False,False,False
NOVA SANTA HELENA,MT,2024,PEQUENO PORTE,3192692.49,32117483.64,16196080.84,,,,,,,False,False,False
NOVA SANTA RITA,RS,2019,MÉDIO PORTE,14290509.36,45166948.43,108749437.3,,,,,,,False,False,False
NOVA SANTA RITA,RS,2020,MÉDIO PORTE,15460055.0,36045130.21,129648028.61,,,,,,,False,False,False
NOVA SANTA RITA,RS,2021,MÉDIO PORTE,16168922.79,32839204.099999998,141156431.42,,,,,,,False,False,False
NOVA SANTA RITA,RS,2022,MÉDIO PORTE,19643896.25,40029927.31,154728873.12,,,,,,,False,False,False
NOVA SANTA RITA,RS,2023,MÉDIO PORTE,23004952.2,45988215.4,174108680.62,,,,,,,False,False,False
NOVA SANTA RITA,RS,2024,MÉDIO PORTE,12207260.6,48624370.61,200107072.63,,,,,,,False,False,False
NOVA SERRANA,MG,2019,MÉDIO PORTE,8250756.04,37339362.3,40796768.31999999,,,,,,,False,False,False
NOVA SERRANA,MG,2020,MÉDIO PORTE,12870238.11,34299725.01,49804740.56,,,,,,,False,False,False
NOVA SERRANA,MG,2021,MÉDIO PORTE,16274301.37,30551918.33,67729651.65,,,,,,,False,False,False
NOVA SERRANA,MG,2022,MÉDIO PORTE,22519145.33,35797899.17,80602060.98,,,,,,,False,False,False
NOVA SERRANA,MG,2023,MÉDIO PORTE,30550615.84,43303643.269999996,95033425.29,,,,,,,False,False,False
NOVA SERRANA,MG,2024,MÉDIO PORTE,33236609.13,39414391.55,121864876.87,,,,,,,False,False,False
NOVA UNIAO,RO,2019,PEQUENO PORTE,2274516.98,31203013.61,16493837.55,,,,,,,False,False,False
NOVA UNIAO,RO,2020,PEQUENO PORTE,2649146.23,30610557.619999997,18695131.02,,,,,,,False,False,False
NOVA UNIAO,RO,2021,PEQUENO PORTE,2272980.4,30391529.24,21600127.28,,,,,,,False,False,False
NOVA UNIAO,RO,2022,PEQUENO PORTE,2302944.52,32209599.7,23448066.86,,,,,,,False,False,False
NOVA UNIAO,RO,2023,PEQUENO PORTE,2494581.29,30912891.029999997,27002580.57,,,,,,,False,False,False
NOVA UNIAO,RO,2024,PEQUENO PORTE,2580617.12,31628298.48,31534795.92,,,,,,,False,False,False
NOVO BARREIRO,RS,2019,PEQUENO PORTE,504385.52,31482402.88,14298680.97,,,,,,,False,False,False
NOVO BARREIRO,RS,2020,PEQUENO PORTE,995122.44,30682207.68,16184926.92,,,,,,,False,False,False
NOVO BARREIRO,RS,2021,PEQUENO PORTE,1980171.99,30246863.98,17755291.62,,,,,,,False,False,False
NOVO BARREIRO,RS,2022,PEQUENO PORTE,2079039.48,31691913.32,20376570.68,,,,,,,False,False,False
NOVO BARREIRO,RS,2023,PEQUENO PORTE,2270622.65,33354309.759999998,24440221.89,,,,,,,False,False,False
NOVO BARREIRO,RS,2024,PEQUENO PORTE,2558432.95,30850200.8,29419431.28,,,,,,,False,False,False
NOVO BRASIL,GO,2019,PEQUENO PORTE,1714337.6,29974729.79,971700.26,,,,,,,False,False,False
NOVO BRASIL,GO,2020,PEQUENO PORTE,2020887.62,30001791.95,1266539.88,,,,,,,False,False,False
NOVO BRASIL,GO,2021,PEQUENO PORTE,2260595.37,30009184.06,2736511.02,,,,,,,False,False,False
NOVO BRASIL,GO,2022,PEQUENO PORTE,2518395.84,30121525.169999998,3860761.54,,,,,,,False,False,False
NOVO BRASIL,GO,2023,PEQUENO PORTE,2438065.49,30630713.46,5018546.82,,,,,,,False,False,False
NOVO BRASIL,GO,2024,PEQUENO PORTE,2631878.19,30450744.4,6277670.83,,,,,,,False,False,False
NOVO HORIZONTE,SC,2019,PEQUENO PORTE,824945.45,32575852.619999997,18485511.29,,,,,,,False,False,False
NOVO HORIZONTE,SC,2020,PEQUENO PORTE,873736.93,31375763.06,21406147.55,,,,,,,False,False,False
NOVO HORIZONTE,SC,2021,PEQUENO PORTE,911494.78,30363042.81,22929598.78,,,,,,,False,False,False
NOVO HORIZONTE,SC,2022,PEQUENO PORTE,1104836.67,32213206.97,23652409.64,,,,,,,False,False,False
NOVO HORIZONTE,SC,2023,PEQUENO PORTE,1150858.98,33253989.99,26077389.96,,,,,,,False,False,False
NOVO HORIZONTE,SC,2024,PEQUENO PORTE,1439268.18,32301939.52,28968128.26,,,,,,,False,False,False
NOVO HORIZONTE DO NORTE,MT,2019,PEQUENO PORTE,1468578.02,31516742.2,9971677.63,,,,,,,False,False,False
NOVO HORIZONTE DO NORTE,MT,2020,PEQUENO PORTE,1531265.05,31161181.21,12264681.73,,,,,,,False,False,False
NOVO HORIZONTE DO NORTE,MT,2021,PEQUENO PORTE,1626556.13,29408707.05,13587644.49,,,,,,,False,False,False
NOVO HORIZONTE DO NORTE,MT,2022,PEQUENO PORTE,2378445.45,31091810.47,14300618.58,,,,,,,False,False,False
NOVO HORIZONTE DO NORTE,MT,2023,PEQUENO PORTE,2833850.82,32435531.08,16274141.81,,,,,,,False,False,False
NOVO HORIZONTE DO NORTE,MT,2024,PEQUENO PORTE,2578550.82,30555345.65,20333955.6,2022-09-20 00:00:00,2022-07-28 00:00:00,,,,,False,False,False
NOVO HORIZONTE DO OESTE,RO,2019,PEQUENO PORTE,2014544.42,31315300.95,12698249.1,,,,,,,False,False,False
NOVO HORIZONTE DO OESTE,RO,2020,PEQUENO PORTE,1786581.74,30728638.43,15922995.59,,,,,,,False,False,False
NOVO HORIZONTE DO OESTE,RO,2021,PEQUENO PORTE,2557217.9,30082928.24,18853374.04,,,,,,,False,False,False
NOVO HORIZONTE DO OESTE,RO,2022,PEQUENO PORTE,3369243.27,31764789.15,21457991.2,,,,,,,False,False,False
NOVO HORIZONTE DO OESTE,RO,2023,PEQUENO PORTE,4545101.74,33919139.69,26280140.91,,,,,,,False,False,False
NOVO HORIZONTE DO OESTE,RO,2024,PEQUENO PORTE,4983206.29,32529361.59,32540761.73,2022-08-08 00:00:00,2022-08-01 00:00:00,2024-07-05 00:00:00,I,,I,False,False,False
NOVO ITACOLOMI,PR,2019,PEQUENO PORTE,1245760.93,31672654.77,15897563.63,,,,,,,False,False,False
NOVO ITACOLOMI,PR,2020,PEQUENO PORTE,1430290.3,31024141.22,18537969.43,,,,,,,False,False,False
NOVO ITACOLOMI,PR,2021,PEQUENO PORTE,1482945.36,30168156.96,20687403.76,,,,,,,False,False,False
NOVO ITACOLOMI,PR,2022,PEQUENO PORTE,1665480.88,32031387.7,21877080.81,,,,,,,False,False,False
NOVO ITACOLOMI,PR,2023,PEQUENO PORTE,2459135.66,33273824.45,24942269.69,,,,,,,False,False,False
NOVO ITACOLOMI,PR,2024,PEQUENO PORTE,3160054.93,31037206.55,29850829.68,,,,,,,False,False,False
NOVO LINO,AL,2019,MÉDIO PORTE,3401274.35,29868617.81,68686.41,,,,,,,False,False,False
NOVO LINO,AL,2020,MÉDIO PORTE,2693203.22,29884041.66,74673.81,,,,,,,False,False,False
NOVO LINO,AL,2021,MÉDIO PORTE,4067204.78,29906209.849999998,835173.21,,,,,,,False,False,False
NOVO LINO,AL,2022,MÉDIO PORTE,4586865.26,30019464.779999997,933024.81,,,,,,,False,False,False
NOVO LINO,AL,2023,MÉDIO PORTE,5229534.72,30165720.81,2209461.79,,,,,,,False,False,False
NOVO LINO,AL,2024,PEQUENO PORTE,4427045.53,30172223.27,3613558.8,2022-12-22 00:00:00,2022-11-18 00:00:00,,,,,False,False,False
NOVO MACHADO,RS,2019,PEQUENO PORTE,1673276.53,31899353.83,19981865.31,,,,,,,False,False,False
NOVO MACHADO,RS,2020,PEQUENO PORTE,1880397.4,31148283.31,21967317.21,,,,,,,False,False,False
NOVO MACHADO,RS,2021,PEQUENO PORTE,1838266.81,30478607.57,23422183.65,,,,,,,False,False,False
NOVO MACHADO,RS,2022,PEQUENO PORTE,1937517.05,32233693.259999998,24274984.11,,,,,,,False,False,False
NOVO MACHADO,RS,2023,PEQUENO PORTE,2100706.63,33363917.39,26313935.98,,,,,,,False,False,False
NOVO MACHADO,RS,2024,PEQUENO PORTE,2565229.84,34290743.83,28601248.55,,,,,,,False,False,False
NOVO MUNDO,MT,2019,PEQUENO PORTE,2062748.19,31516074.15,14547248.73,,,,,,,False,False,False
NOVO MUNDO,MT,2020,PEQUENO PORTE,2452515.36,30905289.13,17234877.6,,,,,,,False,False,False
NOVO MUNDO,MT,2021,PEQUENO PORTE,3261663.16,30108923.27,19805447.78,,,,,,,False,False,False
NOVO MUNDO,MT,2022,PEQUENO PORTE,3966370.92,31708244.439999998,21990153.71,,,,,,,False,False,False
NOVO MUNDO,MT,2023,PEQUENO PORTE,4228574.44,34145800.03,25865184.94,,,,,,,False,False,False
NOVO MUNDO,MT,2024,PEQUENO PORTE,4375543.36,31099314.77,32018939.07,,,,,,,False,False,False
NOVO TIRADENTES,RS,2019,PEQUENO PORTE,1325380.72,32233655.83,14876543.26,,,,,,,False,False,False
NOVO TIRADENTES,RS,2020,PEQUENO PORTE,1391157.81,31635947.279999997,17666447.73,,,,,,,False,False,False
NOVO TIRADENTES,RS,2021,PEQUENO PORTE,1399885.76,30200292.04,19392053.96,,,,,,,False,False,False
NOVO TIRADENTES,RS,2022,PEQUENO PORTE,1360278.14,31950516.43,22777680.06,,,,,,,False,False,False
NOVO TIRADENTES,RS,2023,PEQUENO PORTE,1346750.52,32687005.07,22249951.07,,,,,,,False,False,False
NOVO TIRADENTES,RS,2024,PEQUENO PORTE,1382238.71,32053021.869999997,25454898.41,,,,,,,False,False,False
OCARA,CE,2019,MÉDIO PORTE,2081091.61,35717421.89,48496324.8,,,,,,,False,False,False
OCARA,CE,2020,MÉDIO PORTE,2035143.32,33481751.259999998,54127580.16,,,,,,,False,False,False
OCARA,CE,2021,MÉDIO PORTE,3440961.35,29980488.14,57130768.16,,,,,,,False,False,False
OCARA,CE,2022,MÉDIO PORTE,4600329.18,34257074.11,57760724.64,,,,,,,False,False,False
OCARA,CE,2023,MÉDIO PORTE,4163955.32,38175113.15,62003852.0,,,,,,,False,False,False
OCARA,CE,2024,MÉDIO PORTE,5370793.8,34607546.47,69479176.55,2024-01-23 00:00:00,2024-01-02 00:00:00,,,,,False,False,False
OEIRAS DO PARA,PA,2019,MÉDIO PORTE,6246450.31,30616452.66,11408559.19,,,,,,,False,False,False
OEIRAS DO PARA,PA,2020,MÉDIO PORTE,8118900.59,30002097.4,11153527.88,,,,,,,False,False,False
OEIRAS DO PARA,PA,2021,MÉDIO PORTE,8136346.62,29926153.57,6534163.75,,,,,,,False,False,False
OEIRAS DO PARA,PA,2022,MÉDIO PORTE,13878223.31,30236662.3,5793251.49,,,,,,,False,False,False
OEIRAS DO PARA,PA,2023,MÉDIO PORTE,16121420.41,30670764.029999997,7251350.14,,,,,,,False,False,False
OEIRAS DO PARA,PA,2024,MÉDIO PORTE,10953129.05,30304557.24,9079019.13,,,,,,,False,False,False
OLARIA,MG,2019,PEQUENO PORTE,608690.4,30599448.16,6390187.040000001,,,,,,,False,False,False
OLARIA,MG,2020,PEQUENO PORTE,750162.19,30253349.56,7051374.77,,,,,,,False,False,False
OLARIA,MG,2021,PEQUENO PORTE,768491.61,30240167.77,7680325.720000002,,,,,,,False,False,False
OLARIA,MG,2022,PEQUENO PORTE,868897.02,30556604.73,7329857.88,,,,,,,False,False,False
OLARIA,MG,2023,PEQUENO PORTE,892388.77,31091007.619999997,7630570.0,,,,,,,False,False,False
OLARIA,MG,2024,PEQUENO PORTE,863798.1,30416923.759999998,8505663.69,,,,,,,False,False,False
OLHO D'AGUA DAS FLORES,AL,2019,MÉDIO PORTE,3630485.06,33714302.75,26723949.34,,,,,,,False,False,False
